,price
1615,349500
17,485000
13127,378000
104,290000
12325,260000
20738,298900
21468,819995
8225,613000
5845,254000
4363,453000
933,891000
17357,421200
12149,452000
6725,617950
19201,600000
486,1070000
7970,365000
1161,435000
6546,365000
19215,279950
4447,620000
5851,775000
18873,511200
8602,435000
10372,490000
20602,300000
344,552250
21233,510000
20461,415000
4737,190000
20133,345000
3396,449500
11394,620000
6082,330000
8246,228950
15892,728000
14336,660000
19996,2700000
112,272500
19750,1580000
7843,175000
13522,600000
7011,199950
3481,568000
19416,700000
20016,399440
14749,285000
14882,401000
20169,260000
13869,330000
2120,594000
2650,980000
14996,270000
18144,552500
920,342000
4161,420250
21057,1080000
1443,1230000
5971,295000
7450,623000
3536,621500
16325,475000
14108,670000
589,685000
14965,361280
9091,535000
11811,670000
7927,664000
12549,364000
7404,340000
21549,337000
5698,2470000
12008,936000
18816,919950
1328,788500
8495,249900
2481,679000
17949,239900
18443,245000
8655,139000
20638,300000
12254,450000
11945,185000
17866,560000
17874,217000
4941,650000
15903,1180000
21395,353900
2065,460000
17210,499000
19869,515000
1120,239000
13704,555000
2822,425000
15902,325000
19011,1000000
15515,1190000
18024,372500
16281,672500
20591,297000
2724,298500
17577,401000
4859,325000
16470,157500
10881,440000
5182,750000
4683,828200
19711,1380000
5912,170000
11659,332888
20067,599000
7742,713250
6148,390000
4094,280000
4926,220650
16576,1300000
3692,625000
7383,350000
3750,549000
2400,450000
11479,1330000
2419,754800
16869,353500
16663,464600
8989,970500
21518,1330000
20532,515000
11537,675000
1856,655000
7773,216000
19142,190000
10973,1570000
14086,1500000
16526,155000
14521,443000
16023,264000
10450,855000
14551,279000
18932,497000
9590,350000
2762,579000
10176,275000
17662,500000
20106,439990
16144,445000
7776,430000
9036,455000
16435,625000
14755,390000
90,243500
13966,800000
15297,492000
5791,327500
6268,248000
5077,643000
8901,998000
15771,579000
13793,640000
8322,516000
19479,370000
1227,680000
6063,781000
9310,440000
586,640000
14403,653675
12619,442000
2558,890000
5415,654000
6186,445000
14132,290000
6496,755000
19629,650000
3611,464000
10781,316000
949,435000
14857,383000
16310,620000
9877,241000
6796,645000
5261,215000
10206,268500
6017,272000
17899,415000
6493,355000
19530,419000
17488,115000
11841,688100
4354,750000
15745,525000
2330,307000
12316,595000
4770,357186
12282,368000
2398,1540000
5288,294950
14915,925000
17254,620000
2880,149900
17023,710000
17985,630000
5823,1700000
6137,259000
6142,420000
14927,450000
20486,1700000
15234,1400000
9323,825000
12839,370000
6872,435000
7462,272000
10329,680000
6586,675000
12502,356000
9560,268000
11602,550000
6450,490000
8754,270500
5387,345000
20812,530000
9756,265500
11480,429900
15306,147000
16418,1750000
6531,775000
5749,387000
20001,321000
17038,379400
21452,385000
6527,585000
11939,785000
3235,739000
15532,210000
19283,585000
14393,633000
16297,330000
11981,566000
11174,319000
301,335000
18520,635000
6626,326000
1661,960000
14883,1030000
11205,240000
2585,385000
14846,327000
873,785000
7215,355000
2881,700000
12236,600000
3751,589000
16467,675000
11585,544000
12568,1960000
9547,408000
4407,680000
1228,457000
11637,270000
18000,640000
19400,215000
4526,450000
2271,183000
8371,300000
5798,460000
13582,230000
17107,450500
15544,175000
958,378000
10498,910000
1540,350000
12004,263000
11660,300000
16692,772000
10834,590000
20164,551000
15361,547500
2030,152900
4493,327000
4659,435000
16155,375000
19581,300000
9055,427500
13339,200000
8696,249000
956,323000
13218,150000
6537,610000
1777,975000
8413,1300000
1167,290000
297,446500
9006,685000
9609,655000
2627,455000
1608,229900
8606,565000
14814,834800
19827,272000
19764,445000
5267,657500
2321,450000
7191,900000
21033,302059
7750,390000
7443,615000
478,315000
1947,215000
5765,1460000
7136,725000
17554,970000
1972,409000
15321,475000
13382,185000
13507,845000
10902,294900
18919,465000
8672,895000
12161,219950
20387,408474
8883,150000
19003,629000
15500,266750
283,780000
11230,375000
16429,1220000
2116,339900
11299,448000
21076,720000
10219,254000
21145,494900
4262,593500
4130,523000
6047,312000
12512,745000
7175,700000
11314,825000
6013,249900
4480,702000
8367,435000
5067,625000
15196,250000
2896,435000
2450,265000
2252,468000
2041,440000
10466,752500
8435,587450
15617,590000
9207,470000
14150,212000
9118,562000
5176,835000
10493,226500
19489,246000
1371,330000
351,855000
18654,526500
17835,275000
15144,375000
18173,825000
16796,620000
19094,429000
18365,323000
2411,810000
5585,1880000
2241,525000
15262,399950
5019,540000
7396,311000
5470,280000
19870,350000
15647,355900
21215,380000
16876,995000
3725,422000
3262,556000
4007,639000
14353,436800
5248,589950
1881,1130000
17633,253000
15978,265000
7635,575000
18482,808000
21278,355000
734,347500
16633,367000
9399,380000
20310,310000
18987,565000
1797,580000
3711,640000
1528,810000
17686,225000
19943,840000
822,1100000
18782,469950
13924,698000
20134,660000
4545,466000
5730,400000
15288,325000
19756,465000
17435,530000
17754,535000
11042,265000
11916,559500
605,469000
17485,468000
15818,499950
1221,130000
16474,249500
1042,197500
4104,698000
1987,627500
9434,680000
9119,501000
11725,245000
21339,667000
5664,355425
13572,274000
7623,645000
2897,355000
18894,676000
5887,345950
13998,129000
7675,345000
16146,329000
11562,400000
8453,340000
2016,580000
18074,925000
16336,1500000
14607,666000
20193,454950
10057,220000
2619,1600000
15957,317000
1473,280000
14035,355000
10307,450000
2100,643000
1543,495000
1814,477000
6739,275000
19502,480000
14994,625000
1990,299000
18610,352000
5289,1320000
2010,305000
12895,967000
13120,550000
4422,285000
20475,825000
7602,430000
20778,699999
6040,321000
8132,345000
12870,442573
7596,482000
2145,950000
17941,400000
273,236000
1847,1570000
16022,782500
15000,915000
8621,833450
9189,279950
6576,470000
19037,811000
2018,275000
17597,535000
10988,335000
14877,310000
274,331000
20225,720000
16902,425000
4112,550000
3834,395000
2128,330000
11791,312000
4479,474000
12932,173000
4315,402500
14425,234000
14598,574800
14406,510000
4185,585000
1584,300000
17594,527000
5892,513000
15785,485000
922,800000
15056,405100
20249,575000
8792,975000
15317,1310000
12442,539500
18980,510000
6650,358000
3290,875000
4504,300000
350,299000
18414,1420000
18625,517000
12562,515000
10222,350000
8906,370000
12846,350000
16430,544000
11700,589450
4148,825000
7575,680000
18795,239950
8349,410000
2056,319990
17422,530000
262,525000
12558,759950
7266,1200000
2331,315000
4156,215000
18393,265000
3749,495000
16400,779000
15443,464550
12717,642860
19050,718500
8600,510000
12867,575000
16982,350000
19816,436110
6716,301000
12073,325000
9873,393000
8094,279000
13341,235000
12103,371000
2086,419000
14286,575000
9638,399888
19994,759000
20386,306500
15898,415000
18111,243000
18799,345000
5625,350000
18592,245000
12169,676000
6008,925000
3251,439000
13453,840000
20246,338800
7159,305000
12339,400000
1179,826000
7697,376500
2810,963990
16651,470000
13536,415000
6575,254000
18138,346500
4234,445000
1859,550000
20104,290000
4302,315000
11523,610000
2264,213550
5646,672500
7612,288250
9404,678500
7270,485000
11640,615000
1140,380000
1907,439950
17725,375000
14462,782000
21070,680000
11303,279000
6711,602000
6920,417500
6341,260000
4089,458000
18377,551000
19521,529950
11165,454900
10964,595000
5201,1050000
2665,471000
18944,1150000
9098,799000
2977,495000
21228,452000
10870,440000
7033,717000
20195,659000
582,730000
899,905000
5882,1200000
6615,515000
11004,1020000
423,380000
20888,725000
17803,886000
19239,250000
1030,2450000
17790,508450
10144,985000
20705,440000
8438,2140000
16815,580000
21134,1800000
4544,221000
11447,300000
7342,323000
10596,549995
1258,295700
20291,849990
14760,700000
10654,415000
4950,474900
17973,440000
9899,518000
20647,939000
19313,159000
9990,285000
664,323000
3176,325000
7913,475000
3391,405000
9918,575000
2487,425000
11590,850000
2210,276000
20155,569995
12438,164000
8922,815000
4605,760000
5222,227450
12981,350000
5008,455000
9667,450000
20759,345000
1220,330000
3125,176500
1259,609000
19665,575000
7554,535000
18819,835000
7217,380000
348,206600
19280,310000
6842,765000
3637,219000
15726,255000
15879,310000
3567,280000
5356,445000
21387,438000
6898,250000
15411,645000
20788,499160
8052,550000
13438,1050000
8071,450000
15981,762450
4586,1200000
10159,605000
5753,365000
13192,198900
15938,325000
1652,415000
9203,350000
11368,507000
20755,1110000
5527,377000
10634,250000
17766,1210000
17906,206000
18031,381500
2812,157500
862,539900
14913,590000
21494,482000
3793,169500
15422,546000
20384,539000
8446,739900
8848,539000
8009,526750
15792,375000
13919,409950
7547,520000
12490,375950
4246,722000
9759,499000
2736,374150
3010,449000
19590,663000
7608,275000
1574,722080
8820,565000
4297,340000
2429,305500
7743,500000
17549,833000
21028,255000
2437,985000
19285,565000
7405,360000
12289,995000
11569,412250
3342,2080000
1206,651000
10919,711000
5640,535000
10894,331500
1720,360400
8267,475000
14057,374950
17929,1320000
6728,696000
18915,415000
4245,750000
20058,1030000
14322,353500
21483,370000
5893,360000
2353,775000
3036,285000
10298,350000
9533,961000
13149,252500
9710,400000
15102,370000
9112,300000
10244,85000
635,415000
13005,295000
16015,301950
14754,780000
10087,299000
12445,229000
3570,760000
10691,274900
7172,287000
3671,281000
14396,605000
5937,440000
16677,900000
3222,270000
20411,1020000
16681,324950
15674,265000
21071,677790
5180,526000
16732,206000
8262,285000
6803,299500
3473,1170000
17507,645500
14602,419000
17096,540000
1911,339950
14276,975000
17349,425500
13774,402000
4705,323000
19452,1500000
3888,1230000
10085,350000
10213,450000
5169,308000
12231,350000
12404,661254
1654,365000
9245,1190000
8097,336500
3353,374500
21193,760000
10653,300000
16717,1360000
2611,399950
10303,398000
13812,447500
11535,840000
3731,800000
4595,643500
1208,392400
13440,342000
21464,599832
4113,470000
20768,760000
5124,198000
16656,808000
17050,600000
11083,272000
6635,471000
15224,935000
6257,848000
16592,250000
4040,580000
4491,425000
12252,255000
19281,190000
1902,470000
7135,393000
17141,405000
1460,459000
2598,320000
70,1040000
10821,532000
19939,260000
8709,958000
19987,605000
11599,835000
2304,860000
3279,1970000
16321,869000
19315,812000
14481,440000
753,699800
15374,450000
4651,475000
5257,440000
3300,289000
14512,750000
14092,750000
7550,320000
6819,1430000
17904,675000
18092,361000
10370,730000
17162,175000
20096,436000
15329,307000
20681,500000
20039,555000
5401,365000
10035,585000
10779,200000
20232,457000
7200,630000
1100,631000
19713,334950
6782,399950
13272,580000
1454,382000
1501,300000
7309,295000
9408,790500
1839,720000
6852,525000
6153,742500
15145,169000
15281,324800
18859,245000
20977,910000
16865,750000
10040,439000
21110,300000
13249,430000
7386,1180000
17045,530000
20829,925000
4497,525000
357,420000
21119,613000
5340,482975
691,1480000
19573,739000
10172,804000
18549,572000
1125,170000
18217,475000
14827,375000
5001,430000
16699,795000
2255,245000
9322,605000
9347,780000
20549,1240000
17425,650000
15475,335000
6827,350000
21596,402101
12131,450000
13982,200000
10012,465000
507,442000
20824,1280000
17215,300000
10180,270000
15400,502000
12709,345500
15078,321000
21232,499990
468,340500
14363,550700
17080,733000
3329,380000
9217,529000
14900,464950
19168,500000
13347,860000
7823,597000
7929,378500
13018,998500
4437,225000
15157,316000
15129,239000
17120,294999
20980,650000
11643,629000
15636,599995
14584,485000
7874,299995
4538,700000
14581,410000
10020,517500
5486,280000
18407,465000
17063,750000
15970,652600
9757,219000
20735,286308
15069,209950
17431,560000
17069,625000
15949,469000
8764,433000
7223,506000
6652,442500
12544,339000
15924,345000
299,267500
6792,502550
14972,585000
12407,680000
15862,1600000
7786,440000
12427,236000
18540,339000
19560,254922
6930,223000
16047,530000
9366,259000
15574,398000
15890,480500
10789,415000
3765,255000
11612,565000
8909,740000
19384,369000
18448,905000
20207,360000
15393,813000
278,455000
18238,498000
15728,260000
10361,429000
5294,243400
537,595000
15222,745000
15133,147400
8174,475000
6678,325500
20697,530000
8835,580000
9414,329922
14404,245000
11378,320000
14742,312200
8981,700000
7458,830200
7873,205000
9644,479950
6456,595000
7488,1610000
21405,729999
1250,276900
10246,295000
18012,735000
6124,775000
15051,150000
20020,415000
8442,250000
2303,290000
7722,152000
4847,428000
9783,216500
6484,245000
6061,525000
18674,375000
20899,299999
4153,222000
8212,364950
12088,398000
19189,930000
18041,540000
