,Actual,Predicted
19865,909500,1126926.2998345494
4839,407500,590096.8675535172
1675,2250000,1576469.5704363585
16790,561600,644076.7778556794
13985,190000,331855.0980797857
7012,400000,168197.04509536922
8305,225000,256550.26852686703
4726,379600,381503.95328111947
13116,346000,225787.96338307858
16726,146300,35839.33433043957
559,331500,255397.16450552642
4043,267000,90112.31893117726
10922,235000,231653.99255897105
5396,375000,422081.09435893595
14802,554000,504203.1109432578
18594,1160000,1305172.7311395407
18084,279950,314758.2105188668
11761,1850000,1161670.863555774
18254,1360000,1449703.9779888242
16217,710000,781736.9837792963
16262,160000,338143.8784529567
16569,269000,416881.49561440945
3339,865000,493476.0447514206
21260,590000,486393.2852500826
1013,429000,478791.2312951237
15185,550000,893572.6781983972
1915,500000,564129.234570235
11150,575000,1126228.8206914514
4281,178000,219477.09456896782
2230,529219,584470.9913308471
16872,547500,872076.2488919944
5262,605000,681837.310507819
13215,625000,601653.9404556155
18783,536000,549728.0008782595
5534,448500,538052.9471404105
17544,350000,527893.5459623188
14058,602500,484580.3900988102
17776,390000,387409.234323591
9213,729032,859708.8503327668
12284,198000,136469.02214178443
16509,187000,267682.0093782395
14709,730000,964960.4793543518
12630,475000,294915.7772077471
5282,241500,422423.6898353994
9043,625000,591408.6314363033
6036,282510,225886.04603277147
2782,359950,283304.4110262692
5729,550000,489615.137662068
6614,340000,222741.7884900868
13883,705000,804583.6280771941
13075,599380,430591.6901502758
6183,499922,378645.13934388757
9290,449228,728546.984382987
10876,485000,436171.5152591616
2621,606000,613023.7682614625
12400,235000,315883.2016297132
15693,322000,314940.5379664451
7583,163000,195186.98594914377
5307,499000,423672.88636372983
11159,1070000,1031280.6284387559
18559,299000,336850.36437141895
19657,720000,954180.0643734187
9050,254000,260899.29958441854
866,467000,680426.5991656333
3869,325000,229458.86899842322
5106,499900,647891.1275389045
7280,474950,507238.9540760368
14400,765000,788551.2426595688
2575,212000,82858.5130174309
12199,115000,285354.15867722034
4502,518000,515698.8256455958
12889,315000,246630.58824244142
1524,775000,873403.1146419942
17876,625000,770756.0281366259
1305,847000,667170.9566299915
11383,443000,516629.1765462309
1792,215500,98209.71915617585
717,452000,666169.6069072634
470,290900,402558.56570646167
5857,540000,475718.9912224859
13689,580000,596673.2072364688
13983,880000,861709.3231494278
8683,404000,398828.35216905177
21122,515000,579082.1628421247
11951,286300,535597.3535590172
14319,340000,462410.2969786972
2560,330000,445790.1787478179
8628,565000,560854.92578502
11251,865000,954900.5832679272
13475,470000,421568.5251030475
6201,287000,339453.2462309003
10858,750000,731415.9244485646
20314,389950,502756.1013558954
21313,535000,929722.9167225361
6279,675000,726707.084729448
2528,392450,629922.8438748121
13841,1800000,1080537.2432411313
16307,500000,606596.920996353
85,940000,805946.2038978934
18319,560000,711312.8967475891
19726,585000,529249.2290644348
17717,600000,617752.7486011237
2141,765000,842967.7081276774
6350,299900,347635.9788517505
11666,244000,394220.4066745639
5721,150550,282148.0333966464
20577,273500,231623.31347100437
1988,335000,483654.5907918662
213,465000,620135.4823096693
10616,396800,506570.5141668916
17183,735000,687571.8122730851
2510,342000,485381.11168411374
15211,1150000,1423760.6411064863
13769,375000,444428.9407581836
15046,499000,585444.3577965647
15205,475000,633085.5411777496
13974,1820000,1163910.2697598338
6945,265000,346469.3645220101
18534,450000,628676.6619580388
19724,299000,265885.35399773717
14926,187000,-67627.70392352343
13263,609950,517683.38520640135
17584,1650000,1116449.0805232525
20503,292000,385968.0392051339
18836,790000,845322.4202584028
21578,475000,417379.40793816745
6938,565000,629863.9656243324
4785,716100,640026.5504145622
19364,244000,8628.184629946947
12621,230000,355232.0283932537
3427,475000,657142.8493748456
5659,315000,357255.2518584877
9375,230000,199693.03157807887
13571,580000,482376.962503314
8429,302100,361565.41443142295
1289,350000,550578.0754611492
17538,330000,396410.3393316567
20388,437000,598812.5885682851
6540,532500,510598.95866814256
1247,449000,426108.8397449553
9650,261000,307157.11229130626
14828,160000,109902.10785661638
1603,249950,212827.13502050936
21458,402000,237907.5360816568
13880,607500,764476.0324390829
15340,290000,343671.58529765904
618,175000,46461.062386378646
18580,526000,337664.60453626513
820,325000,34107.154320165515
10681,1070000,1016697.7636078
5500,895000,899141.6348965764
15715,253750,168905.8903543353
12487,440000,385775.643614009
5508,485000,556987.7143719047
14072,255500,192995.58945453167
8287,597500,662922.8706027567
8412,520000,738669.2997889221
15716,799950,828269.5492373407
2206,258500,170653.51398557425
20298,399950,396442.6267414391
5461,560000,451072.2779995501
4668,668500,670572.346962288
7939,750000,707138.984027043
5496,482000,675246.3302808255
6873,305000,197963.79002958536
3933,315000,194803.3820887357
20912,630000,547306.4238952547
8576,509000,590241.9235165864
10514,310000,184179.60862113535
19246,168000,195365.31805033982
18528,387500,602828.2702266574
20297,500000,419379.42562139034
442,641000,573746.9486492127
8486,285000,192338.48225532472
4567,500000,472233.08473342657
8360,185000,301421.22513493896
1181,925000,924951.7833521366
6402,279000,241906.65624849498
16622,225000,193790.66827133298
5863,175000,8461.460193023086
5825,1800000,1449806.397538796
14125,260000,338618.94693391025
14600,770000,728675.7235834152
16972,339000,149364.3770943433
5661,516130,556717.4925785512
11888,541900,583667.2237041295
18463,263700,269254.71925751865
12643,370000,582889.8733751178
15013,633000,483379.47372965515
9815,230000,293346.2985461205
6551,200000,132773.80736285448
7435,928950,897873.969510898
10452,330000,355469.1756262332
7747,345000,357000.76343145967
3498,619420,723849.7158707678
9694,174500,165370.11422616243
20802,1110000,911713.4592934996
19088,570000,731038.6186385304
18906,620000,612940.569388032
14428,495000,465784.7501658797
1385,719000,733298.8065616041
4625,710000,637481.8643793315
20041,353000,302973.1309361309
1436,535000,646823.9503659904
4602,700000,733908.5591382682
19058,665000,540172.5703530014
13484,790000,1052627.3833627105
3368,700000,691506.751815632
12370,800000,845098.348006323
19223,2720000,1325456.1485653967
5104,692500,764033.4617920369
8502,555000,673634.1593207717
12523,539000,564952.2339729071
6369,386000,449221.5861762911
20808,780000,692806.1023457497
9253,425000,409216.0713172406
7699,450000,440126.2524150759
11206,1230000,1258920.7221339196
4563,203000,179961.99032913148
4352,525000,478862.17408561707
6890,250000,167018.88730412722
1637,411000,468298.81344658136
18143,376000,457590.691965878
17818,330000,332644.44017089903
1073,515000,505254.6716609299
2682,725786,859507.1697146595
15072,283748,201014.29446581006
11596,495000,547412.4640583843
13508,390000,366691.4462440908
10080,383610,347346.44969287515
1428,354000,523468.9806288183
3064,950000,1036427.002189368
16937,191000,203923.72533014417
8852,453500,427595.43887989223
10028,529000,343439.60042500496
9645,575000,691409.5133159608
11591,238000,163334.71571581066
5568,362000,371762.56913776696
7026,424500,478034.5221132338
5623,320000,353983.69948613644
10499,465000,500899.67133899033
2079,545000,444853.16806551814
1596,390000,600705.9246596247
10274,1030000,1394607.9937357008
3364,242500,209086.14611420035
3198,178000,333941.04027688503
15355,195000,109147.06749880314
420,482000,422629.8540735245
19480,410000,380660.3100836426
5232,199999,65927.62190890312
6881,400000,423163.5413532555
869,289999,331578.4437788427
10447,396400,383624.4771526456
21039,775900,663318.3698564917
1925,255000,455432.2485013008
11324,477500,446153.8754372597
776,269950,427987.0492210388
10995,360000,634144.5486033559
12296,583000,504927.81840509176
1604,512000,472847.1745341867
3087,325000,398832.0351705402
15242,684680,658494.0935892016
14372,550000,510925.24569644034
4801,353000,264726.2423309386
19752,815000,603102.2293470949
12156,438000,535474.591035977
14727,295950,420969.2083094418
5259,815000,938586.1242670864
5977,465000,530471.4554663599
17130,1300000,824100.9902258515
3875,216000,209853.2039243728
4860,679950,670160.8331985623
2620,490000,497938.74936172366
4915,620000,669144.412962988
5234,600000,632803.7475353032
1991,399950,580631.8473038226
11867,690000,974953.0496045351
18224,315000,541586.4120438695
8353,415000,454519.04908660054
8887,204000,101521.94731883705
3145,345000,475950.6946045011
19463,278000,291983.5465475321
11544,299999,444435.1276702434
19057,250000,218676.27778430283
19702,400000,534147.0184620917
19804,419354,403436.55301974714
7189,875000,717933.4586964548
19211,231750,143052.17492042482
12728,287000,304354.8804819733
13201,395000,653345.0638771206
12363,524000,509782.1497684717
20814,1900000,1067700.010148123
3774,1650000,1056937.0743184686
15585,330000,380206.27469459176
6181,287000,377882.75243733823
7442,545000,569842.333010748
13372,530000,636806.6116610467
3309,553000,434605.9632873386
12741,470000,433822.69930414855
10629,520000,515505.30273222923
1301,285000,322679.69005702436
10783,392000,150407.85845702887
35,696000,821775.4801259488
19320,400000,474380.30064986646
19450,480000,631015.3212512732
6333,397500,350154.56711483
13173,161000,307073.85472740233
14071,294000,385819.81491941214
16561,438500,705002.697005719
10937,1010000,850897.4572347403
9727,410000,361640.5413801372
15244,3640000,2275370.113250941
13539,635000,600611.258329615
20495,382000,505629.02551421523
17746,310000,452884.1826328635
2507,620000,554241.7601448745
1427,914600,1118571.185493812
1638,810000,851443.838225916
10494,495000,339855.6552310437
11045,339950,429775.7477950305
19231,720000,699057.244236052
15049,1050000,717652.8604827821
9194,272950,72818.60344855487
12461,257000,460636.24384863675
15449,405000,679532.4349539876
1869,618000,758135.9406920224
18263,285000,844079.5930824876
5166,395000,452862.4174064398
2814,925000,922989.1311971694
17139,2500000,1344812.1473991126
9430,375500,509268.772838518
15536,910000,775171.0889439285
20648,674000,618881.1021303982
14098,229950,174492.03567376733
20743,348000,441050.1016047597
15170,415000,362173.40127147734
5018,425000,418279.24771492183
16334,480000,443003.87679466605
7201,628000,617694.8532576263
20072,659000,547263.6327703595
6927,532000,491790.7939724475
12499,185000,75950.78535491228
12963,599500,489306.6309866309
14735,446000,487655.70521596074
14216,749500,737600.8840230703
8521,385000,638189.355089575
4641,560000,501330.05447494984
88,215000,465800.99520103633
5904,489000,876098.9576913714
13736,530000,567084.293535009
7603,715000,1084866.548006639
9909,605000,547629.1093134433
18517,491150,321490.0536625385
1296,389250,353369.51506127417
7854,570000,589603.2156645358
17572,395350,386207.94558909535
7013,870000,822664.3759468198
19768,362500,434730.4214383811
6251,335950,278100.0423295051
5369,231000,226241.09393662214
20613,359800,428192.0610307604
18101,240000,324192.1503600329
13285,162000,57346.20705756545
17288,669000,607373.6543130577
1054,935000,1497867.519189313
8838,261490,394153.42620530725
1522,170000,41462.61769114435
10710,392500,183502.31656379998
12287,185900,40401.50467389822
407,278500,147752.75303769112
14689,1040000,1070041.619423136
5569,181000,430887.12556029856
12980,545000,443530.056824252
10603,340000,187071.7255665064
953,851000,821271.6508938819
20131,309000,321821.3628228903
11123,324950,431141.83223088086
1732,544500,443895.2074699551
11016,760000,756545.7573449463
6068,1100000,942416.9519672692
19916,730000,558513.3774795234
5281,460000,455085.6768884212
16420,399950,361705.84019619226
20448,345000,163465.1340380758
6770,480000,418062.28424434364
19539,719521,479924.5087684095
16491,630000,536504.1635982394
15273,550000,243239.11414715648
1421,799000,693261.2698397487
14044,344000,410502.4853347093
5800,272000,194773.8939395994
13219,683500,508277.7558810264
6327,426500,591659.9267930835
13573,315000,279510.75896827877
5264,495000,512598.06540347636
10550,516000,791712.8698296249
4788,937500,463241.5300810635
10156,445000,614694.2051257044
7535,183750,366275.52869834006
4084,515000,397435.5631458312
16003,730000,594906.8659853935
11319,445000,408964.2580770403
3610,563000,421818.84684863687
17793,380000,363239.01690097153
8766,291000,317374.56907488406
17657,465000,474040.0260825157
15867,330000,172899.44655558467
3925,1300000,1436430.8955370486
19397,620000,563160.1877765208
13284,1690000,1029872.9213440269
1189,405000,435722.25375029445
10090,896000,845323.9133929759
18155,417000,295200.1277843714
5543,340000,384611.4112673998
10784,521000,520995.8632400334
1475,400000,456111.721601367
10401,422800,469651.43882496655
2220,235000,165588.65381257236
5313,150000,80461.693981722
